epoch,step,train_loss,valid_acc,valid_loss
4,4299,1.6222137212753296,,
4,4299,,0.9327999949455261,1.5340863466262817
5,4349,1.5705251693725586,,
5,4399,1.5699021816253662,,
5,4449,1.521346092224121,,
5,4499,1.4841805696487427,,
5,4549,1.5189642906188965,,
5,4599,1.5038542747497559,,
5,4649,1.5155255794525146,,
5,4699,1.527923345565796,,
5,4749,1.4838439226150513,,
5,4799,1.549330234527588,,
5,4849,1.514488935470581,,
5,4899,1.513696551322937,,
5,4949,1.4999372959136963,,
5,4999,1.4827942848205566,,
5,5049,1.478954792022705,,
5,5099,1.5139153003692627,,
5,5149,1.520401120185852,,
5,5159,,0.9333999752998352,1.5312334299087524
6,5199,1.5270330905914307,,
6,5249,1.5188127756118774,,
6,5299,1.4905202388763428,,
6,5349,1.5207152366638184,,
6,5399,1.4925756454467773,,
6,5449,1.5096745491027832,,
6,5499,1.5091407299041748,,
6,5549,1.486490249633789,,
6,5599,1.490319013595581,,
6,5649,1.503349781036377,,
6,5699,1.502152681350708,,
6,5749,1.5400140285491943,,
6,5799,1.4808098077774048,,
6,5849,1.5652580261230469,,
6,5899,1.5198626518249512,,
6,5949,1.5439653396606445,,
6,5999,1.5126450061798096,,
6,6019,,0.9380000233650208,1.524416446685791
7,6049,1.5162272453308105,,
7,6099,1.5618596076965332,,
7,6149,1.5265748500823975,,
7,6199,1.5401968955993652,,
7,6249,1.4923056364059448,,
7,6299,1.550421118736267,,
7,6349,1.5319033861160278,,
7,6399,1.5466690063476562,,
7,6449,1.5179897546768188,,
7,6499,1.513561487197876,,
7,6549,1.5046451091766357,,
7,6599,1.5247243642807007,,
7,6649,1.5096766948699951,,
7,6699,1.5061657428741455,,
7,6749,1.5058047771453857,,
7,6799,1.4800407886505127,,
7,6849,1.5363227128982544,,
7,6879,,0.9380000233650208,1.5227431058883667
8,6899,1.4979569911956787,,
8,6949,1.479411244392395,,
8,6999,1.4986504316329956,,
8,7049,1.486022710800171,,
8,7099,1.5421476364135742,,
8,7149,1.494054913520813,,
8,7199,1.495741605758667,,
8,7249,1.5151069164276123,,
8,7299,1.5055181980133057,,
8,7349,1.4798016548156738,,
8,7399,1.4837586879730225,,
8,7449,1.46671462059021,,
8,7499,1.524090051651001,,
8,7549,1.4985624551773071,,
8,7599,1.4938098192214966,,
8,7649,1.5092036724090576,,
8,7699,1.5208568572998047,,
8,7739,,0.9399999976158142,1.521223783493042
9,7749,1.4901909828186035,,
9,7799,1.4957083463668823,,
9,7849,1.5023612976074219,,
9,7899,1.5129444599151611,,
9,7949,1.4879518747329712,,
9,7999,1.5034459829330444,,
9,8049,1.4976024627685547,,
9,8099,1.4927077293395996,,
9,8149,1.4943712949752808,,
9,8199,1.488647222518921,,
9,8249,1.528779149055481,,
9,8299,1.527984857559204,,
9,8349,1.4882841110229492,,
9,8399,1.4765105247497559,,
9,8449,1.4797579050064087,,
9,8499,1.4933655261993408,,
9,8549,1.5303850173950195,,
9,8599,1.5890086889266968,,
9,8599,,0.9430000185966492,1.5200557708740234
